1.56,0
1.52,0.08544003745
1.49,0.1808339576
1.47,0.2515446357
1.48,0.3222553138
1.5,0.3900786137
1.55,0.4548860206
1.62,0.55388097
1.7,0.6846479383
1.81,0.8458930933
1.92,1.027276665
2.05,1.229266764
2.19,1.442339521
2.32,1.654235722
2.44,1.847626518
2.56,2.02140799
2.64,2.162120463
2.7,2.252674314
2.74,2.314318454
2.75,2.336679134
2.75,2.35082127
2.73,2.364963405
2.71,2.396586182
2.7,2.426586182
2.68,2.454870453
2.66,2.488036701
2.65,2.542808957
2.64,2.624662485
2.64,2.736912206
2.64,2.888239666
2.65,3.068239666
2.68,3.291846463
2.73,3.55961502
2.8,3.86718615
2.9,4.224677409
3.03,4.638077941
3.19,5.078191563
3.35,5.525181495
3.52,5.985616073
3.68,6.419205741
3.83,6.822814462
3.96,7.180305721
4.08,7.470650343
4.18,7.692461074
4.27,7.842794037
4.34,7.933898373
4.4,8.009396717
4.45,8.081507743
4.49,8.169825352
4.52,8.268820301
4.53,8.371776602
4.54,8.466116414
4.54,8.549182652
4.53,8.627285149
4.52,8.691316391
4.52,8.756123798
4.52,8.810896054
4.53,8.86566831
4.55,8.92731245
4.57,8.998023128
4.6,9.068733806
4.63,9.159838142
4.65,9.254177953
4.66,9.358101002
4.67,9.485380222
4.66,9.612659443
4.65,9.762659443
4.65,9.923594212
4.65,10.09476664
4.66,10.28476664
4.67,10.48199747
4.69,10.69389367
4.71,10.90004895
4.72,11.10620423
4.72,11.29408718
4.72,11.48223605
4.71,11.63907992
4.69,11.77361616
4.67,11.89403211
4.66,11.98513645
4.66,12.04916769
4.66,12.11319893
4.67,12.16418913
4.69,12.20777812
4.71,12.24900917
4.72,12.28506468
4.72,12.31668746
4.73,12.33904814
4.72,12.36140882
4.71,12.38590372
4.7,12.40322423
4.69,12.43786524
4.68,12.46236014
4.67,12.5035912
4.67,12.54482225
4.66,12.59678378
4.66,12.66749445
4.66,12.7429928
4.65,12.82423318
4.65,12.92373193
4.64,13.03463729
4.64,13.15670285
4.63,13.28476533
4.63,13.43207453
4.63,13.58504512
4.63,13.75621754
4.62,13.921747
4.62,14.07601948
4.61,14.23029197
4.6,14.35029197
4.59,14.46387014
4.57,14.55161978
4.57,14.61244741
4.56,14.6787799
4.56,14.74435429
4.57,14.79820594
4.59,14.85565156
4.6,14.92636224
4.59,15.05636224
4.56,15.25958625
4.5,15.56224117
4.4,15.97430913
4.27,16.47680291
4.13,17.05038813
3.99,17.64385253
3.88,18.24891451
3.81,18.82424051
3.78,19.34018624
3.8,19.76609703
3.84,20.07171116
3.9,20.26092004
3.95,20.33372114
3.99,20.36534392
4,20.41006528
4,20.45589104
3.99,20.50488083
4,20.59598517
4.02,20.78091759
4.07,21.10480028
4.14,21.54570843
4.25,22.09806701
4.37,22.70105955
4.52,23.33493651
4.67,23.96119524
4.84,24.55094095
5.01,25.05710298
5.17,25.46009181
5.32,25.72990657
5.44,25.88023953
5.53,25.94188367
5.59,25.98660503
5.61,26.04491455
5.62,26.10894579
5.61,26.17527829
5.61,26.26130154
5.63,26.41557402
5.66,26.65494821
5.71,26.97385258
5.79,27.35830024
5.88,27.77363143
5.99,28.20141642
6.12,28.62105913
6.25,29.01980717
6.39,29.3599542
6.53,29.63762307
6.64,29.8361174
6.72,29.98678259
6.77,30.09070564
6.78,30.16419033
6.77,30.22899774
6.74,30.28376999
6.71,30.33376999
6.68,30.38275979
6.66,30.43174958
6.66,30.48560123
6.66,30.53945288
6.65,30.58844267
6.65,30.61293757
6.63,30.64122184
6.59,30.7180333
6.54,30.84841735
6.47,31.04640725
6.38,31.33153879
6.28,31.67534106
6.16,32.05349447
6.03,32.46263992
5.89,32.8776098
5.76,33.29257968
5.63,33.67271124
5.52,34.00452444
5.43,34.27526416
5.37,34.48526416
5.32,34.65408359
5.29,34.77282701
5.27,34.86057666
5.25,34.936075
5.23,35.00164939
5.21,35.06568063
5.19,35.13639131
5.17,35.22749564
5.15,35.32996515
5.13,35.4503811
5.11,35.57883342
5.09,35.71262431
5.07,35.84453336
5.05,35.97606283
5.03,36.10451515
5.01,36.22534561
4.98,36.33936316
4.94,36.4533807
4.9,36.5717023
4.85,36.70808411
4.78,36.8533425
4.71,37.01887196
4.62,37.20702083
4.53,37.43085113
4.44,37.69371991
4.35,37.99204859
4.28,38.3150037
4.23,38.65485661
4.2,38.99470952
4.18,39.33967328
4.17,39.66601666
4.17,39.96883674
4.18,40.23976108
4.19,40.47192482
4.2,40.66711703
4.22,40.8314338
4.23,40.96781562
4.24,41.06781562
4.26,41.15266843
4.28,41.21669967
4.29,41.26768987
4.31,41.30374538
4.32,41.32824028
4.33,41.35986305
4.34,41.39148583
4.35,41.42310861
4.36,41.4740988
4.37,41.53813004
4.38,41.6149415
4.39,41.72448601
4.41,41.85827689
4.44,42.02228909
4.47,42.21017203
4.51,42.41364193
4.55,42.63227404
4.59,42.85588084
4.64,43.08804458
4.69,43.33664063
4.75,43.58097647
4.8,43.82816061
4.87,44.08212911
4.93,44.34537804
5,44.59697296
5.07,44.83904732
5.13,45.07611272
5.19,45.28515817
5.24,45.46900593
5.28,45.62066344
5.31,45.73246684
5.33,45.82411835
5.35,45.89961669
5.36,45.96286225
5.38,46.01482377
5.4,46.07482377
5.42,46.15606416
5.44,46.23730454
5.47,46.34955426
5.51,46.48446164
5.55,46.63873412
5.6,46.78570351
5.65,46.93997599
5.7,47.09553949
5.76,47.22933037
5.8,47.3534271
5.84,47.44616329
5.87,47.51964798
5.9,47.56436934
5.91,47.59436934
5.91,47.61886424
5.91,47.63618475
5.9,47.64618475
5.88,47.67780752
5.86,47.71903858
5.84,47.79183968
5.81,47.88670801
5.78,48.01359378
5.75,48.14165627
5.73,48.28129867
5.71,48.41877594
5.69,48.54605516
5.69,48.65235662
5.69,48.73481873
5.7,48.78867038
5.72,48.8233114
5.74,48.84780629
5.75,48.87780629
5.76,48.90609056
5.75,48.95994221
5.72,49.06241172
5.68,49.22396666
5.64,49.44510011
5.59,49.74923823
5.54,50.09651334
5.5,50.49287176
5.47,50.90177273
5.45,51.32046116
5.44,51.71148546
5.43,52.07009388
5.42,52.36892493
5.4,52.59717918
5.38,52.74617582
5.35,52.84961663
5.32,52.90618517
5.29,52.96003682
5.25,52.99609233
5.21,53.06089974
5.17,53.13963981
5.13,53.27711709
5.07,53.48181198
5.02,53.74065556
4.96,54.04048885
4.89,54.36912238
4.82,54.71029683
4.75,55.0580036
4.69,55.38419373
4.63,55.68218702
4.58,55.9369418
4.55,56.14236819
4.52,56.29889294
4.5,56.40752075
4.49,56.49752075
4.48,56.57433221
4.46,56.63515983
4.45,56.68615003
4.43,56.73714022
4.41,56.79796785
4.39,56.85961199
4.37,56.92043961
4.35,56.9918539
4.34,57.06326818
4.32,57.13468247
4.3,57.19551009
4.28,57.26692438
4.26,57.327752
4.24,57.38857963
4.21,57.42981068
4.19,57.46981068
4.18,57.50143346
4.17,57.51143346
4.17,57.52143346
4.19,57.54143346
4.21,57.58143346
4.24,57.65143346
4.28,57.73205604
4.31,57.82260989
4.34,57.89402417
4.37,57.94787582
4.38,57.9702365
4.37,58.01266291
4.33,58.12356827
4.25,58.32381812
4.13,58.61399048
3.97,58.99451643
3.81,59.45505959
3.65,59.9658433
3.53,60.51675164
3.45,61.08850333
3.45,61.66025503
3.52,62.2128851
3.63,62.73671714
3.78,63.21232202
3.94,63.6501576
4.11,64.03861609
4.28,64.3880442
4.43,64.6962649
4.57,64.98764094
4.71,65.24744857
4.83,65.48282061
4.94,65.69869094
5.04,65.90117551
5.13,66.09248677
5.21,66.25496754
5.27,66.406295
5.33,66.53039174
5.37,66.63855828
5.41,66.72687589
5.44,66.80561596
5.46,66.88242742
5.48,66.96728024
5.49,67.04602031
5.5,67.11310235
5.5,67.14310235
5.51,67.18433341
5.51,67.28921429
5.51,67.47815873
5.5,67.77932314
5.49,68.19908497
5.48,68.70996657
5.48,69.28031734
5.48,69.89236309
5.48,70.50644777
5.49,71.0948354
5.52,71.63121213
5.55,72.08881458
5.58,72.43666512
5.62,72.66579391
5.65,72.8110523
5.68,72.92059681
5.7,73.05250587
5.72,73.21529407
5.73,73.40764791
5.73,73.62787507
5.73,73.8554712
5.72,74.09232559
5.7,74.33849626
5.69,74.58507282
5.66,74.8382526
5.64,75.08360948
5.61,75.31727591
5.58,75.54487204
5.55,75.74006426
5.52,75.90619673
5.5,76.0377262
5.5,76.13822495
5.5,76.21632745
5.51,76.27797159
5.53,76.34725362
5.55,76.41433566
5.56,76.50265327
5.56,76.63226809
5.53,76.78523867
5.49,76.98747616
5.42,77.22114258
5.34,77.49040082
5.24,77.77780298
5.14,78.07763627
5.04,78.39433802
4.94,78.72615122
4.85,79.05931785
4.77,79.3884075
4.71,79.71136261
4.68,80.03678541
4.68,80.36020464
4.71,80.66401379
4.76,80.94419231
4.81,81.21787095
4.87,81.4646502
4.93,81.67959206
4.98,81.87220566
5.01,82.02517624
5.04,82.16410068
5.07,82.26705698
5.08,82.35705698
5.1,82.42108823
5.11,82.46691398
5.12,82.50934039
5.13,82.53383529
5.13,82.54797742
5.14,82.55797742
5.14,82.56797742
5.15,82.57797742
5.15,82.58797742
5.15,82.59797742
5.15,82.61529793
5.15,82.63529793
5.15,82.65529793
5.14,82.67529793
5.14,82.70846418
5.15,82.7431052
5.15,82.78433625
5.15,82.83124041
5.15,82.90404151
